"행정구역","2021년01월_총인구수","2021년01월_세대수","2021년01월_세대당 인구","2021년01월_남자 인구수","2021년01월_여자 인구수","2021년01월_남여 비율","2021년02월_총인구수","2021년02월_세대수","2021년02월_세대당 인구","2021년02월_남자 인구수","2021년02월_여자 인구수","2021년02월_남여 비율","2021년03월_총인구수","2021년03월_세대수","2021년03월_세대당 인구","2021년03월_남자 인구수","2021년03월_여자 인구수","2021년03월_남여 비율","2021년04월_총인구수","2021년04월_세대수","2021년04월_세대당 인구","2021년04월_남자 인구수","2021년04월_여자 인구수","2021년04월_남여 비율","2021년05월_총인구수","2021년05월_세대수","2021년05월_세대당 인구","2021년05월_남자 인구수","2021년05월_여자 인구수","2021년05월_남여 비율","2021년06월_총인구수","2021년06월_세대수","2021년06월_세대당 인구","2021년06월_남자 인구수","2021년06월_여자 인구수","2021년06월_남여 비율","2021년07월_총인구수","2021년07월_세대수","2021년07월_세대당 인구","2021년07월_남자 인구수","2021년07월_여자 인구수","2021년07월_남여 비율","2021년08월_총인구수","2021년08월_세대수","2021년08월_세대당 인구","2021년08월_남자 인구수","2021년08월_여자 인구수","2021년08월_남여 비율","2021년09월_총인구수","2021년09월_세대수","2021년09월_세대당 인구","2021년09월_남자 인구수","2021년09월_여자 인구수","2021년09월_남여 비율","2021년10월_총인구수","2021년10월_세대수","2021년10월_세대당 인구","2021년10월_남자 인구수","2021년10월_여자 인구수","2021년10월_남여 비율","2021년11월_총인구수","2021년11월_세대수","2021년11월_세대당 인구","2021년11월_남자 인구수","2021년11월_여자 인구수","2021년11월_남여 비율","2021년12월_총인구수","2021년12월_세대수","2021년12월_세대당 인구","2021년12월_남자 인구수","2021년12월_여자 인구수","2021년12월_남여 비율","2022년01월_총인구수","2022년01월_세대수","2022년01월_세대당 인구","2022년01월_남자 인구수","2022년01월_여자 인구수","2022년01월_남여 비율","2022년02월_총인구수","2022년02월_세대수","2022년02월_세대당 인구","2022년02월_남자 인구수","2022년02월_여자 인구수","2022년02월_남여 비율","2022년03월_총인구수","2022년03월_세대수","2022년03월_세대당 인구","2022년03월_남자 인구수","2022년03월_여자 인구수","2022년03월_남여 비율","2022년04월_총인구수","2022년04월_세대수","2022년04월_세대당 인구","2022년04월_남자 인구수","2022년04월_여자 인구수","2022년04월_남여 비율","2022년05월_총인구수","2022년05월_세대수","2022년05월_세대당 인구","2022년05월_남자 인구수","2022년05월_여자 인구수","2022년05월_남여 비율","2022년06월_총인구수","2022년06월_세대수","2022년06월_세대당 인구","2022년06월_남자 인구수","2022년06월_여자 인구수","2022년06월_남여 비율","2022년07월_총인구수","2022년07월_세대수","2022년07월_세대당 인구","2022년07월_남자 인구수","2022년07월_여자 인구수","2022년07월_남여 비율","2022년08월_총인구수","2022년08월_세대수","2022년08월_세대당 인구","2022년08월_남자 인구수","2022년08월_여자 인구수","2022년08월_남여 비율","2022년09월_총인구수","2022년09월_세대수","2022년09월_세대당 인구","2022년09월_남자 인구수","2022년09월_여자 인구수","2022년09월_남여 비율","2022년10월_총인구수","2022년10월_세대수","2022년10월_세대당 인구","2022년10월_남자 인구수","2022년10월_여자 인구수","2022년10월_남여 비율","2022년11월_총인구수","2022년11월_세대수","2022년11월_세대당 인구","2022년11월_남자 인구수","2022년11월_여자 인구수","2022년11월_남여 비율","2022년12월_총인구수","2022년12월_세대수","2022년12월_세대당 인구","2022년12월_남자 인구수","2022년12월_여자 인구수","2022년12월_남여 비율","2023년01월_총인구수","2023년01월_세대수","2023년01월_세대당 인구","2023년01월_남자 인구수","2023년01월_여자 인구수","2023년01월_남여 비율","2023년02월_총인구수","2023년02월_세대수","2023년02월_세대당 인구","2023년02월_남자 인구수","2023년02월_여자 인구수","2023년02월_남여 비율","2023년03월_총인구수","2023년03월_세대수","2023년03월_세대당 인구","2023년03월_남자 인구수","2023년03월_여자 인구수","2023년03월_남여 비율"
"광주광역시 광산구 첨단1동(2920062400)","27,699","10,246","          2.70","13,732","13,967","          0.98","27,685","10,268","          2.70","13,709","13,976","          0.98","27,604","10,295","          2.68","13,690","13,914","          0.98","27,562","10,295","          2.68","13,670","13,892","          0.98","27,534","10,299","          2.67","13,659","13,875","          0.98","27,517","10,305","          2.67","13,655","13,862","          0.99","27,434","10,280","          2.67","13,621","13,813","          0.99","27,399","10,297","          2.66","13,599","13,800","          0.99","27,411","10,312","          2.66","13,597","13,814","          0.98","27,401","10,320","          2.66","13,605","13,796","          0.99","27,355","10,335","          2.65","13,579","13,776","          0.99","27,459","10,441","          2.63","13,632","13,827","          0.99","27,522","10,514","          2.62","13,673","13,849","          0.99","27,466","10,533","          2.61","13,656","13,810","          0.99","27,431","10,546","          2.60","13,631","13,800","          0.99","27,449","10,570","          2.60","13,644","13,805","          0.99","27,369","10,563","          2.59","13,612","13,757","          0.99","27,310","10,561","          2.59","13,605","13,705","          0.99","27,266","10,572","          2.58","13,597","13,669","          0.99","27,193","10,578","          2.57","13,545","13,648","          0.99","27,146","10,574","          2.57","13,529","13,617","          0.99","27,060","10,555","          2.56","13,488","13,572","          0.99","27,080","10,576","          2.56","13,483","13,597","          0.99","27,112","10,624","          2.55","13,494","13,618","          0.99","27,154","10,674","          2.54","13,518","13,636","          0.99","27,178","10,717","          2.54","13,539","13,639","          0.99","27,156","10,723","          2.53","13,529","13,627","          0.99"
"광주광역시 광산구 첨단2동(2920062600)","43,810","18,033","          2.43","22,099","21,711","          1.02","43,692","18,074","          2.42","22,020","21,672","          1.02","43,585","18,093","          2.41","21,997","21,588","          1.02","43,496","18,114","          2.40","21,941","21,555","          1.02","43,449","18,119","          2.40","21,910","21,539","          1.02","43,428","18,124","          2.40","21,875","21,553","          1.01","43,399","18,140","          2.39","21,848","21,551","          1.01","43,354","18,176","          2.39","21,829","21,525","          1.01","43,425","18,296","          2.37","21,883","21,542","          1.02","43,366","18,336","          2.37","21,862","21,504","          1.02","43,340","18,385","          2.36","21,840","21,500","          1.02","43,297","18,410","          2.35","21,827","21,470","          1.02","43,308","18,454","          2.35","21,850","21,458","          1.02","43,321","18,543","          2.34","21,877","21,444","          1.02","43,217","18,588","          2.32","21,840","21,377","          1.02","43,163","18,616","          2.32","21,824","21,339","          1.02","43,126","18,665","          2.31","21,797","21,329","          1.02","43,046","18,670","          2.31","21,744","21,302","          1.02","42,972","18,665","          2.30","21,698","21,274","          1.02","42,882","18,674","          2.30","21,647","21,235","          1.02","42,761","18,669","          2.29","21,565","21,196","          1.02","42,713","18,679","          2.29","21,526","21,187","          1.02","42,600","18,665","          2.28","21,483","21,117","          1.02","42,555","18,677","          2.28","21,471","21,084","          1.02","42,482","18,669","          2.28","21,412","21,070","          1.02","42,365","18,693","          2.27","21,357","21,008","          1.02","42,335","18,729","          2.26","21,374","20,961","          1.02"
"광주광역시 광산구 신가동(2920063000)","18,980","7,154","          2.65","9,675","9,305","          1.04","18,862","7,111","          2.65","9,600","9,262","          1.04","18,761","7,055","          2.66","9,561","9,200","          1.04","18,686","7,023","          2.66","9,529","9,157","          1.04","18,630","7,004","          2.66","9,491","9,139","          1.04","18,564","6,980","          2.66","9,451","9,113","          1.04","18,592","6,981","          2.66","9,459","9,133","          1.04","18,542","6,968","          2.66","9,426","9,116","          1.03","18,500","6,959","          2.66","9,413","9,087","          1.04","18,464","6,953","          2.66","9,371","9,093","          1.03","18,470","6,968","          2.65","9,370","9,100","          1.03","18,457","6,973","          2.65","9,365","9,092","          1.03","18,409","6,969","          2.64","9,337","9,072","          1.03","18,320","6,959","          2.63","9,292","9,028","          1.03","18,268","6,946","          2.63","9,268","9,000","          1.03","18,284","6,974","          2.62","9,263","9,021","          1.03","18,693","7,138","          2.62","9,458","9,235","          1.02","19,182","7,316","          2.62","9,725","9,457","          1.03","19,342","7,377","          2.62","9,812","9,530","          1.03","19,426","7,419","          2.62","9,858","9,568","          1.03","19,455","7,423","          2.62","9,869","9,586","          1.03","19,448","7,417","          2.62","9,854","9,594","          1.03","19,465","7,421","          2.62","9,863","9,602","          1.03","19,462","7,418","          2.62","9,860","9,602","          1.03","19,445","7,418","          2.62","9,863","9,582","          1.03","19,407","7,425","          2.61","9,843","9,564","          1.03","19,317","7,409","          2.61","9,800","9,517","          1.03"
"광주광역시 광산구 운남동(2920063500)","31,570","12,233","          2.58","15,473","16,097","          0.96","31,440","12,200","          2.58","15,409","16,031","          0.96","31,343","12,199","          2.57","15,368","15,975","          0.96","31,274","12,222","          2.56","15,335","15,939","          0.96","31,244","12,234","          2.55","15,312","15,932","          0.96","31,183","12,236","          2.55","15,278","15,905","          0.96","31,153","12,261","          2.54","15,259","15,894","          0.96","31,115","12,278","          2.53","15,237","15,878","          0.96","31,066","12,300","          2.53","15,211","15,855","          0.96","30,956","12,293","          2.52","15,154","15,802","          0.96","30,920","12,306","          2.51","15,120","15,800","          0.96","30,856","12,313","          2.51","15,101","15,755","          0.96","30,835","12,326","          2.50","15,084","15,751","          0.96","30,812","12,352","          2.49","15,061","15,751","          0.96","30,708","12,347","          2.49","15,007","15,701","          0.96","30,611","12,330","          2.48","14,957","15,654","          0.96","30,548","12,306","          2.48","14,924","15,624","          0.96","30,434","12,298","          2.47","14,862","15,572","          0.95","30,408","12,300","          2.47","14,843","15,565","          0.95","30,341","12,302","          2.47","14,793","15,548","          0.95","30,280","12,284","          2.46","14,762","15,518","          0.95","30,225","12,268","          2.46","14,725","15,500","          0.95","30,177","12,268","          2.46","14,695","15,482","          0.95","30,128","12,272","          2.46","14,673","15,455","          0.95","30,013","12,236","          2.45","14,620","15,393","          0.95","29,932","12,241","          2.45","14,586","15,346","          0.95","29,818","12,237","          2.44","14,520","15,298","          0.95"
"광주광역시 광산구 수완동(2920063700)","78,130","28,052","          2.79","38,574","39,556","          0.98","77,878","28,048","          2.78","38,476","39,402","          0.98","77,845","28,101","          2.77","38,471","39,374","          0.98","77,767","28,083","          2.77","38,410","39,357","          0.98","77,785","28,113","          2.77","38,391","39,394","          0.97","77,710","28,144","          2.76","38,376","39,334","          0.98","77,641","28,145","          2.76","38,309","39,332","          0.97","77,635","28,209","          2.75","38,297","39,338","          0.97","77,530","28,232","          2.75","38,219","39,311","          0.97","77,525","28,245","          2.74","38,219","39,306","          0.97","77,408","28,252","          2.74","38,132","39,276","          0.97","77,438","28,302","          2.74","38,146","39,292","          0.97","77,437","28,369","          2.73","38,156","39,281","          0.97","77,223","28,377","          2.72","38,051","39,172","          0.97","77,042","28,354","          2.72","37,936","39,106","          0.97","76,891","28,338","          2.71","37,869","39,022","          0.97","76,755","28,312","          2.71","37,780","38,975","          0.97","76,566","28,280","          2.71","37,699","38,867","          0.97","76,443","28,273","          2.70","37,644","38,799","          0.97","76,222","28,241","          2.70","37,545","38,677","          0.97","76,046","28,206","          2.70","37,460","38,586","          0.97","75,958","28,199","          2.69","37,398","38,560","          0.97","75,853","28,177","          2.69","37,367","38,486","          0.97","75,889","28,194","          2.69","37,401","38,488","          0.97","75,903","28,230","          2.69","37,419","38,484","          0.97","75,834","28,278","          2.68","37,371","38,463","          0.97","75,677","28,259","          2.68","37,295","38,382","          0.97"
"광주광역시 광산구 하남동(2920064000)","23,448","9,160","          2.56","12,007","11,441","          1.05","24,029","9,421","          2.55","12,327","11,702","          1.05","24,564","9,660","          2.54","12,595","11,969","          1.05","24,793","9,771","          2.54","12,710","12,083","          1.05","24,905","9,841","          2.53","12,782","12,123","          1.05","24,943","9,878","          2.53","12,811","12,132","          1.06","25,024","9,920","          2.52","12,855","12,169","          1.06","25,193","10,013","          2.52","12,950","12,243","          1.06","25,787","10,257","          2.51","13,279","12,508","          1.06","26,033","10,373","          2.51","13,408","12,625","          1.06","26,178","10,454","          2.50","13,510","12,668","          1.07","26,266","10,495","          2.50","13,542","12,724","          1.06","26,308","10,542","          2.50","13,561","12,747","          1.06","26,349","10,582","          2.49","13,583","12,766","          1.06","26,327","10,617","          2.48","13,576","12,751","          1.06","26,338","10,646","          2.47","13,594","12,744","          1.07","26,316","10,659","          2.47","13,575","12,741","          1.07","26,328","10,682","          2.46","13,578","12,750","          1.06","26,375","10,718","          2.46","13,612","12,763","          1.07","26,421","10,795","          2.45","13,632","12,789","          1.07","26,496","10,910","          2.43","13,688","12,808","          1.07","26,550","10,981","          2.42","13,720","12,830","          1.07","26,601","11,044","          2.41","13,753","12,848","          1.07","26,624","11,086","          2.40","13,760","12,864","          1.07","26,656","11,134","          2.39","13,781","12,875","          1.07","26,705","11,171","          2.39","13,809","12,896","          1.07","26,762","11,227","          2.38","13,848","12,914","          1.07"
"광주광역시 광산구 임곡동(2920065000)","2,143","1,268","          1.69","1,099","1,044","          1.05","2,161","1,279","          1.69","1,113","1,048","          1.06","2,148","1,277","          1.68","1,110","1,038","          1.07","2,137","1,272","          1.68","1,112","1,025","          1.08","2,128","1,268","          1.68","1,106","1,022","          1.08","2,128","1,272","          1.67","1,110","1,018","          1.09","2,115","1,264","          1.67","1,101","1,014","          1.09","2,119","1,266","          1.67","1,104","1,015","          1.09","2,126","1,267","          1.68","1,101","1,025","          1.07","2,132","1,273","          1.67","1,099","1,033","          1.06","2,138","1,275","          1.68","1,106","1,032","          1.07","2,139","1,273","          1.68","1,102","1,037","          1.06","2,137","1,276","          1.67","1,102","1,035","          1.06","2,127","1,280","          1.66","1,104","1,023","          1.08","2,114","1,272","          1.66","1,096","1,018","          1.08","2,115","1,274","          1.66","1,099","1,016","          1.08","2,107","1,271","          1.66","1,093","1,014","          1.08","2,106","1,270","          1.66","1,087","1,019","          1.07","2,096","1,265","          1.66","1,085","1,011","          1.07","2,088","1,261","          1.66","1,077","1,011","          1.07","2,054","1,242","          1.65","1,062","992","          1.07","2,053","1,244","          1.65","1,069","984","          1.09","2,057","1,246","          1.65","1,072","985","          1.09","2,048","1,240","          1.65","1,067","981","          1.09","2,052","1,247","          1.65","1,070","982","          1.09","2,033","1,244","          1.63","1,059","974","          1.09","2,036","1,245","          1.64","1,063","973","          1.09"
"광주광역시 광산구 동곡동(2920066000)","1,928","1,070","          1.80","986","942","          1.05","1,929","1,075","          1.79","992","937","          1.06","1,928","1,085","          1.78","992","936","          1.06","1,921","1,084","          1.77","989","932","          1.06","1,918","1,083","          1.77","989","929","          1.06","1,911","1,090","          1.75","985","926","          1.06","1,898","1,081","          1.76","973","925","          1.05","1,884","1,082","          1.74","963","921","          1.05","1,883","1,079","          1.75","963","920","          1.05","1,878","1,075","          1.75","962","916","          1.05","1,860","1,064","          1.75","951","909","          1.05","1,856","1,058","          1.75","950","906","          1.05","1,851","1,053","          1.76","948","903","          1.05","1,853","1,052","          1.76","950","903","          1.05","1,850","1,053","          1.76","950","900","          1.06","1,848","1,050","          1.76","953","895","          1.06","1,841","1,047","          1.76","948","893","          1.06","1,839","1,046","          1.76","945","894","          1.06","1,831","1,042","          1.76","939","892","          1.05","1,823","1,039","          1.75","935","888","          1.05","1,804","1,021","          1.77","930","874","          1.06","1,787","1,012","          1.77","918","869","          1.06","1,773","1,013","          1.75","919","854","          1.08","1,757","1,003","          1.75","914","843","          1.08","1,752","1,000","          1.75","917","835","          1.10","1,753","995","          1.76","921","832","          1.11","1,747","993","          1.76","919","828","          1.11"
"광주광역시 광산구 평동(2920067000)","4,120","2,525","          1.63","2,276","1,844","          1.23","4,115","2,524","          1.63","2,278","1,837","          1.24","4,104","2,506","          1.64","2,280","1,824","          1.25","4,112","2,505","          1.64","2,276","1,836","          1.24","4,081","2,494","          1.64","2,269","1,812","          1.25","4,074","2,497","          1.63","2,263","1,811","          1.25","4,068","2,502","          1.63","2,270","1,798","          1.26","4,069","2,504","          1.63","2,271","1,798","          1.26","4,085","2,519","          1.62","2,280","1,805","          1.26","4,064","2,512","          1.62","2,271","1,793","          1.27","4,054","2,516","          1.61","2,261","1,793","          1.26","4,064","2,522","          1.61","2,266","1,798","          1.26","4,065","2,523","          1.61","2,268","1,797","          1.26","4,061","2,535","          1.60","2,267","1,794","          1.26","4,072","2,543","          1.60","2,270","1,802","          1.26","4,070","2,541","          1.60","2,274","1,796","          1.27","4,124","2,569","          1.61","2,303","1,821","          1.26","4,319","2,662","          1.62","2,417","1,902","          1.27","4,414","2,720","          1.62","2,460","1,954","          1.26","4,628","2,844","          1.63","2,564","2,064","          1.24","4,763","2,925","          1.63","2,643","2,120","          1.25","4,829","2,964","          1.63","2,671","2,158","          1.24","4,872","2,981","          1.63","2,696","2,176","          1.24","4,889","2,986","          1.64","2,705","2,184","          1.24","4,894","2,994","          1.63","2,719","2,175","          1.25","4,902","2,986","          1.64","2,723","2,179","          1.25","4,903","2,988","          1.64","2,724","2,179","          1.25"
"광주광역시 광산구 삼도동(2920068000)","2,273","1,386","          1.64","1,171","1,102","          1.06","2,267","1,378","          1.65","1,162","1,105","          1.05","2,266","1,372","          1.65","1,165","1,101","          1.06","2,258","1,366","          1.65","1,158","1,100","          1.05","2,215","1,340","          1.65","1,144","1,071","          1.07","2,209","1,336","          1.65","1,145","1,064","          1.08","2,200","1,334","          1.65","1,140","1,060","          1.08","2,206","1,337","          1.65","1,141","1,065","          1.07","2,199","1,338","          1.64","1,143","1,056","          1.08","2,213","1,347","          1.64","1,150","1,063","          1.08","2,204","1,342","          1.64","1,151","1,053","          1.09","2,199","1,335","          1.65","1,148","1,051","          1.09","2,196","1,332","          1.65","1,148","1,048","          1.10","2,180","1,325","          1.65","1,142","1,038","          1.10","2,184","1,323","          1.65","1,146","1,038","          1.10","2,189","1,321","          1.66","1,147","1,042","          1.10","2,191","1,325","          1.65","1,146","1,045","          1.10","2,202","1,329","          1.66","1,154","1,048","          1.10","2,195","1,329","          1.65","1,151","1,044","          1.10","2,188","1,325","          1.65","1,142","1,046","          1.09","2,185","1,328","          1.65","1,140","1,045","          1.09","2,182","1,333","          1.64","1,141","1,041","          1.10","2,168","1,332","          1.63","1,130","1,038","          1.09","2,168","1,329","          1.63","1,127","1,041","          1.08","2,154","1,322","          1.63","1,121","1,033","          1.09","2,140","1,314","          1.63","1,110","1,030","          1.08","2,153","1,326","          1.62","1,122","1,031","          1.09"
"광주광역시 광산구 본량동(2920069000)","2,054","1,235","          1.66","1,019","1,035","          0.98","2,048","1,234","          1.66","1,013","1,035","          0.98","2,045","1,235","          1.66","1,013","1,032","          0.98","2,052","1,238","          1.66","1,018","1,034","          0.98","2,063","1,240","          1.66","1,026","1,037","          0.99","2,027","1,219","          1.66","1,008","1,019","          0.99","2,015","1,218","          1.65","1,004","1,011","          0.99","2,026","1,228","          1.65","1,009","1,017","          0.99","2,030","1,235","          1.64","1,012","1,018","          0.99","2,024","1,234","          1.64","1,008","1,016","          0.99","2,013","1,234","          1.63","1,002","1,011","          0.99","2,009","1,228","          1.64","1,005","1,004","          1.00","2,003","1,224","          1.64","999","1,004","          1.00","1,988","1,214","          1.64","991","997","          0.99","1,992","1,215","          1.64","993","999","          0.99","1,986","1,211","          1.64","991","995","          1.00","1,980","1,211","          1.64","994","986","          1.01","1,975","1,210","          1.63","995","980","          1.02","1,975","1,211","          1.63","997","978","          1.02","1,965","1,207","          1.63","991","974","          1.02","1,967","1,209","          1.63","994","973","          1.02","1,945","1,198","          1.62","985","960","          1.03","1,932","1,190","          1.62","979","953","          1.03","1,927","1,184","          1.63","973","954","          1.02","1,923","1,180","          1.63","969","954","          1.02","1,930","1,179","          1.64","973","957","          1.02","1,928","1,176","          1.64","974","954","          1.02"
"광주광역시 광산구 신창동(2920070000)","35,256","13,663","          2.58","18,005","17,251","          1.04","35,228","13,655","          2.58","17,975","17,253","          1.04","35,209","13,691","          2.57","17,966","17,243","          1.04","35,251","13,720","          2.57","17,980","17,271","          1.04","35,199","13,724","          2.56","17,954","17,245","          1.04","35,204","13,743","          2.56","17,946","17,258","          1.04","35,179","13,749","          2.56","17,927","17,252","          1.04","35,144","13,783","          2.55","17,930","17,214","          1.04","35,092","13,801","          2.54","17,889","17,203","          1.04","35,059","13,851","          2.53","17,885","17,174","          1.04","35,003","13,854","          2.53","17,882","17,121","          1.04","34,988","13,872","          2.52","17,863","17,125","          1.04","34,980","13,886","          2.52","17,882","17,098","          1.05","34,869","13,877","          2.51","17,845","17,024","          1.05","34,825","13,888","          2.51","17,819","17,006","          1.05","34,747","13,885","          2.50","17,798","16,949","          1.05","34,630","13,860","          2.50","17,725","16,905","          1.05","34,562","13,866","          2.49","17,685","16,877","          1.05","34,505","13,871","          2.49","17,645","16,860","          1.05","34,506","13,912","          2.48","17,621","16,885","          1.04","34,478","13,924","          2.48","17,600","16,878","          1.04","34,378","13,910","          2.47","17,563","16,815","          1.04","34,262","13,839","          2.48","17,491","16,771","          1.04","34,183","13,785","          2.48","17,445","16,738","          1.04","34,148","13,774","          2.48","17,429","16,719","          1.04","34,146","13,809","          2.47","17,430","16,716","          1.04","34,182","13,856","          2.47","17,467","16,715","          1.04"
